nodeId,path,pageType,role,cluster,tier,parentDependency,dependencyReady,releaseAfter,recommendedBatch,recommendedTitleDirection,recommendedH1Direction,userProblem,conversionGoal,requiredSections,optionalSections,FAQIntent,schemaTypes,contentDifferentiation
MODEL_CAMERA_FUJI,/รับซื้อกล้อง-fujifilm-ฟูจิฟิล์ม/,MODEL_MONEY,MODEL_MONEY,camera,TIER_2_MODERATE_EQUITY,MONEY_CAMERA,PENDING,MONEY_CAMERA,Batch 4 — Camera & Audio Hubs,รับซื้อกล้อง Fujifilm | เรารับซื้อ.com,รับซื้อกล้อง Fujifilm,ต้องการตรวจสอบความน่าเชื่อถือ สัญญาซื้อขาย และตัวตนของร้านก่อนตกลงขาย,เพิ่มความมั่นใจในการทำธุรกรรม ติดต่อขายสินค้าอย่างสบายใจ,Business Credentials & Verification | Fair Valuation Code of Conduct | Purchase Contract Template | Customer Testimonials | Contact Details,Store Front Images | Business Registration,มีสัญญาซื้อขายไหม / ปลอดภัยไหม / มีหน้าร้านจริงไหม,"AboutPage, Organization","Concrete proof of legitimate commercial trade, legal buyback compliance, and zero predatory pawn tactics"
LOCAL_CAMERA_YASOTHON,/รับซื้อกล้อง-ยโสธร/,LOCAL_MONEY,LOCAL_MONEY,camera,TIER_2_MODERATE_EQUITY,MONEY_CAMERA,PENDING,MONEY_CAMERA,Batch 4 — Camera & Audio Hubs,รับซื้อกล้อง ยโสธร มือสอง รับซื้อถึงที่ ให้ราคาสูง | เรารับซื้อ.com,รับซื้อกล้อง ยโสธร มือสอง — บริการรับซื้อถึงบ้าน จ่ายสดทันที,อยู่ในพื้นที่จังหวัด/อำเภอเป้าหมาย ต้องการขายสินค้าใกล้บ้านโดยไม่ต้องเดินทางไกล,นัดหมายเวลารับซื้อถึงที่ หรือส่งพิกัดเพื่อประเมินราคา,Local Area Hero & Coverage | Local Landmark / Service Points | Hardware Valuation Criteria | On-site Pickup Process | Local FAQ | Fast Contact CTA,Same-day Pickup Schedules | Nearby District Travel Policies,รับซื้อถึงที่ในอำเภอไหนบ้าง / มีค่าเดินทางไหม / นัดรับจุดไหนได้บ้าง / จ่ายเงินทันทีไหม,"Service, LocalBusiness, FAQPage","Verified local geography, distinct meeting locations, actual district service boundaries (no cookie-cutter text)"
LOCAL_CAMERA_SISAKET,/รับซื้อกล้องถ่ายรูป-ศรี/,LOCAL_MONEY,LOCAL_MONEY,camera,TIER_2_MODERATE_EQUITY,MONEY_CAMERA,PENDING,MONEY_CAMERA,Batch 4 — Camera & Audio Hubs,รับซื้อกล้องถ่ายรูป ศรีสะเกษ มือสอง รับซื้อถึงที่ ให้ราคาสูง | เรารับซื้อ.com,รับซื้อกล้องถ่ายรูป ศรีสะเกษ มือสอง — บริการรับซื้อถึงบ้าน จ่ายสดทันที,อยู่ในพื้นที่จังหวัด/อำเภอเป้าหมาย ต้องการขายสินค้าใกล้บ้านโดยไม่ต้องเดินทางไกล,นัดหมายเวลารับซื้อถึงที่ หรือส่งพิกัดเพื่อประเมินราคา,Local Area Hero & Coverage | Local Landmark / Service Points | Hardware Valuation Criteria | On-site Pickup Process | Local FAQ | Fast Contact CTA,Same-day Pickup Schedules | Nearby District Travel Policies,รับซื้อถึงที่ในอำเภอไหนบ้าง / มีค่าเดินทางไหม / นัดรับจุดไหนได้บ้าง / จ่ายเงินทันทีไหม,"Service, LocalBusiness, FAQPage","Verified local geography, distinct meeting locations, actual district service boundaries (no cookie-cutter text)"
LOCAL_SPEAKER_YASOTHON,/รับซื้อลำโพง-ยโสธร/,LOCAL_MONEY,LOCAL_MONEY,audio,TIER_3_WEAK_BUT_STRATEGIC,MONEY_SPEAKER,PENDING,MONEY_SPEAKER,Batch 4 — Camera & Audio Hubs,รับซื้อลำโพง ยโสธร มือสอง รับซื้อถึงที่ ให้ราคาสูง | เรารับซื้อ.com,รับซื้อลำโพง ยโสธร มือสอง — บริการรับซื้อถึงบ้าน จ่ายสดทันที,อยู่ในพื้นที่จังหวัด/อำเภอเป้าหมาย ต้องการขายสินค้าใกล้บ้านโดยไม่ต้องเดินทางไกล,นัดหมายเวลารับซื้อถึงที่ หรือส่งพิกัดเพื่อประเมินราคา,Local Area Hero & Coverage | Local Landmark / Service Points | Hardware Valuation Criteria | On-site Pickup Process | Local FAQ | Fast Contact CTA,Same-day Pickup Schedules | Nearby District Travel Policies,รับซื้อถึงที่ในอำเภอไหนบ้าง / มีค่าเดินทางไหม / นัดรับจุดไหนได้บ้าง / จ่ายเงินทันทีไหม,"Service, LocalBusiness, FAQPage","Verified local geography, distinct meeting locations, actual district service boundaries (no cookie-cutter text)"
LOCAL_CAMERA_SURIN,/รับซื้อกล้องมือสองสุร/,LOCAL_MONEY,LOCAL_MONEY,camera,TIER_3_WEAK_BUT_STRATEGIC,MONEY_CAMERA,PENDING,MONEY_CAMERA,Batch 4 — Camera & Audio Hubs,รับซื้อกล้อง สุรินทร์ มือสอง รับซื้อถึงที่ ให้ราคาสูง | เรารับซื้อ.com,รับซื้อกล้อง สุรินทร์ มือสอง — บริการรับซื้อถึงบ้าน จ่ายสดทันที,อยู่ในพื้นที่จังหวัด/อำเภอเป้าหมาย ต้องการขายสินค้าใกล้บ้านโดยไม่ต้องเดินทางไกล,นัดหมายเวลารับซื้อถึงที่ หรือส่งพิกัดเพื่อประเมินราคา,Local Area Hero & Coverage | Local Landmark / Service Points | Hardware Valuation Criteria | On-site Pickup Process | Local FAQ | Fast Contact CTA,Same-day Pickup Schedules | Nearby District Travel Policies,รับซื้อถึงที่ในอำเภอไหนบ้าง / มีค่าเดินทางไหม / นัดรับจุดไหนได้บ้าง / จ่ายเงินทันทีไหม,"Service, LocalBusiness, FAQPage","Verified local geography, distinct meeting locations, actual district service boundaries (no cookie-cutter text)"
COND_BROKEN_SCREEN,/สภาพสินค้า/จอแตก/,CONDITION_GUIDE,CONDITION_GUIDE,condition,STRATEGIC_NEW,CORE_PRICE_CHECK,PENDING,CORE_PRICE_CHECK,Batch 5 — Condition & Valuation Guides,จอแตก ขายได้ไหม — คู่มือประเมินราคาและเกณฑ์การหักเงิน | เรารับซื้อ.com,จอแตก ขายได้ไหม — ทำความเข้าใจสภาพก่อนขาย ไม่โดนกดราคา,สินค้ามีตำหนิ/ชำรุด ไม่แน่ใจว่าจะขายได้ไหม หรือกลัวถูกหักราคาเกินจริง,ส่งรูปถ่ายรอยตำหนิหรืออาการเสียเพื่อประเมินราคาตามจริง,Condition Breakdown & Severity Levels | Valuation Impact Matrix (%) | Repair vs Sell as-is Calculation | Preparation Steps | FAQ,Diagnostic Screenshot Tips | Sample Defect Valuations,อาการแบบไหนขายได้ / หักราคากี่เปอร์เซ็นต์ / ซ่อมศูนย์หรือขายเลยคุ้มกว่า,"Article, HowTo, FAQPage",Transparent deduction rationale based on replacement parts cost and refurbishment labor
COND_DEAD_POWER,/สภาพสินค้า/เปิดไม่ติด/,CONDITION_GUIDE,CONDITION_GUIDE,condition,STRATEGIC_NEW,CORE_PRICE_CHECK,PENDING,CORE_PRICE_CHECK,Batch 5 — Condition & Valuation Guides,เปิดไม่ติด ขายได้ไหม — คู่มือประเมินราคาและเกณฑ์การหักเงิน | เรารับซื้อ.com,เปิดไม่ติด ขายได้ไหม — ทำความเข้าใจสภาพก่อนขาย ไม่โดนกดราคา,สินค้ามีตำหนิ/ชำรุด ไม่แน่ใจว่าจะขายได้ไหม หรือกลัวถูกหักราคาเกินจริง,ส่งรูปถ่ายรอยตำหนิหรืออาการเสียเพื่อประเมินราคาตามจริง,Condition Breakdown & Severity Levels | Valuation Impact Matrix (%) | Repair vs Sell as-is Calculation | Preparation Steps | FAQ,Diagnostic Screenshot Tips | Sample Defect Valuations,อาการแบบไหนขายได้ / หักราคากี่เปอร์เซ็นต์ / ซ่อมศูนย์หรือขายเลยคุ้มกว่า,"Article, HowTo, FAQPage",Transparent deduction rationale based on replacement parts cost and refurbishment labor
COND_BATTERY_DEGRADED,/สภาพสินค้า/แบตเสื่อม/,CONDITION_GUIDE,CONDITION_GUIDE,condition,STRATEGIC_NEW,CORE_PRICE_CHECK,PENDING,CORE_PRICE_CHECK,Batch 5 — Condition & Valuation Guides,แบตเสื่อม แบตบวม — คู่มือประเมินราคาและเกณฑ์การหักเงิน | เรารับซื้อ.com,แบตเสื่อม แบตบวม — ทำความเข้าใจสภาพก่อนขาย ไม่โดนกดราคา,สินค้ามีตำหนิ/ชำรุด ไม่แน่ใจว่าจะขายได้ไหม หรือกลัวถูกหักราคาเกินจริง,ส่งรูปถ่ายรอยตำหนิหรืออาการเสียเพื่อประเมินราคาตามจริง,Condition Breakdown & Severity Levels | Valuation Impact Matrix (%) | Repair vs Sell as-is Calculation | Preparation Steps | FAQ,Diagnostic Screenshot Tips | Sample Defect Valuations,อาการแบบไหนขายได้ / หักราคากี่เปอร์เซ็นต์ / ซ่อมศูนย์หรือขายเลยคุ้มกว่า,"Article, HowTo, FAQPage",Transparent deduction rationale based on replacement parts cost and refurbishment labor
COND_NO_BOX_ACCESSORY,/สภาพสินค้า/ไม่มีอุปกรณ์/,VALUATION_GUIDE,VALUATION_GUIDE,valuation,STRATEGIC_NEW,CORE_PRICE_CHECK,PENDING,CORE_PRICE_CHECK,Batch 5 — Condition & Valuation Guides,ไม่มีกล่อง ไม่มีที่ชาร์จ — คู่มือประเมินราคาและเกณฑ์การหักเงิน | เรารับซื้อ.com,ไม่มีกล่อง ไม่มีที่ชาร์จ — ทำความเข้าใจสภาพก่อนขาย ไม่โดนกดราคา,สินค้ามีตำหนิ/ชำรุด ไม่แน่ใจว่าจะขายได้ไหม หรือกลัวถูกหักราคาเกินจริง,ส่งรูปถ่ายรอยตำหนิหรืออาการเสียเพื่อประเมินราคาตามจริง,Condition Breakdown & Severity Levels | Valuation Impact Matrix (%) | Repair vs Sell as-is Calculation | Preparation Steps | FAQ,Diagnostic Screenshot Tips | Sample Defect Valuations,อาการแบบไหนขายได้ / หักราคากี่เปอร์เซ็นต์ / ซ่อมศูนย์หรือขายเลยคุ้มกว่า,"Article, HowTo, FAQPage",Transparent deduction rationale based on replacement parts cost and refurbishment labor
COND_SHOULD_REPAIR,/สภาพสินค้า/ควรซ่อมก่อนขายไหม/,VALUATION_GUIDE,VALUATION_GUIDE,valuation,STRATEGIC_NEW,CORE_PRICE_CHECK,PENDING,CORE_PRICE_CHECK,Batch 5 — Condition & Valuation Guides,ควรซ่อมก่อนขายไหม — คู่มือประเมินราคาและเกณฑ์การหักเงิน | เรารับซื้อ.com,ควรซ่อมก่อนขายไหม — ทำความเข้าใจสภาพก่อนขาย ไม่โดนกดราคา,สินค้ามีตำหนิ/ชำรุด ไม่แน่ใจว่าจะขายได้ไหม หรือกลัวถูกหักราคาเกินจริง,ส่งรูปถ่ายรอยตำหนิหรืออาการเสียเพื่อประเมินราคาตามจริง,Condition Breakdown & Severity Levels | Valuation Impact Matrix (%) | Repair vs Sell as-is Calculation | Preparation Steps | FAQ,Diagnostic Screenshot Tips | Sample Defect Valuations,อาการแบบไหนขายได้ / หักราคากี่เปอร์เซ็นต์ / ซ่อมศูนย์หรือขายเลยคุ้มกว่า,"Article, HowTo, FAQPage",Transparent deduction rationale based on replacement parts cost and refurbishment labor
GUIDE_FACTORY_RESET,/คู่มือ/วิธีล้างข้อมูล-factory-reset/,HOW_TO,HOW_TO,guide,STRATEGIC_NEW,CORE_HOW_TO_SELL,PENDING,CORE_HOW_TO_SELL,Batch 6 — Decision Guides,วิธีล้างเครื่องก่อนขาย — ขั้นตอนอย่างละเอียด ปลอดภัย 100% | เรารับซื้อ.com,วิธีล้างเครื่องก่อนขาย,กังวลเรื่องข้อมูลส่วนตัวหลุด หรือไม่รู้วิธีเตรียมเครื่องก่อนส่งมอบ,ทำตามขั้นตอนล้างเครื่องแล้วส่งมอบเครื่องพร้อมรับเงิน,Step-by-Step Visual Checklist | Account Logout Procedures (iOS/Android/Windows/macOS) | Data Erasure Standards | FAQ,Troubleshooting Stuck Accounts | Backup Methods,ล้างข้อมูลแล้วกู้คืนได้ไหม / ลืมรหัสผ่านทำอย่างไร / ต้องเอาซิมการ์ดออกไหม,"HowTo, FAQPage",Actionable step-by-step instructions protecting customer privacy and preventing locked device rejections
GUIDE_CHECK_SPECS,/คู่มือ/วิธีตรวจสเปกก่อนขาย/,HOW_TO,HOW_TO,guide,STRATEGIC_NEW,CORE_HOW_TO_SELL,PENDING,CORE_HOW_TO_SELL,Batch 6 — Decision Guides,วิธีตรวจเช็กสเปกเครื่องก่อนขาย — ขั้นตอนอย่างละเอียด ปลอดภัย 100% | เรารับซื้อ.com,วิธีตรวจเช็กสเปกเครื่องก่อนขาย,กังวลเรื่องข้อมูลส่วนตัวหลุด หรือไม่รู้วิธีเตรียมเครื่องก่อนส่งมอบ,ทำตามขั้นตอนล้างเครื่องแล้วส่งมอบเครื่องพร้อมรับเงิน,Step-by-Step Visual Checklist | Account Logout Procedures (iOS/Android/Windows/macOS) | Data Erasure Standards | FAQ,Troubleshooting Stuck Accounts | Backup Methods,ล้างข้อมูลแล้วกู้คืนได้ไหม / ลืมรหัสผ่านทำอย่างไร / ต้องเอาซิมการ์ดออกไหม,"HowTo, FAQPage",Actionable step-by-step instructions protecting customer privacy and preventing locked device rejections
GUIDE_PHOTO_VALUATION,/คู่มือ/วิธีถ่ายรูปประเมินราคา/,HOW_TO,HOW_TO,guide,STRATEGIC_NEW,CORE_HOW_TO_SELL,PENDING,CORE_HOW_TO_SELL,Batch 6 — Decision Guides,วิธีถ่ายรูปสินค้าประเมินราคา — ขั้นตอนอย่างละเอียด ปลอดภัย 100% | เรารับซื้อ.com,วิธีถ่ายรูปสินค้าประเมินราคา,กังวลเรื่องข้อมูลส่วนตัวหลุด หรือไม่รู้วิธีเตรียมเครื่องก่อนส่งมอบ,ทำตามขั้นตอนล้างเครื่องแล้วส่งมอบเครื่องพร้อมรับเงิน,Step-by-Step Visual Checklist | Account Logout Procedures (iOS/Android/Windows/macOS) | Data Erasure Standards | FAQ,Troubleshooting Stuck Accounts | Backup Methods,ล้างข้อมูลแล้วกู้คืนได้ไหม / ลืมรหัสผ่านทำอย่างไร / ต้องเอาซิมการ์ดออกไหม,"HowTo, FAQPage",Actionable step-by-step instructions protecting customer privacy and preventing locked device rejections
